launch_time,title,vehicle,launch_site,return_site,mission_type,status,return_time,link
2026-01-11T05:44:00Z,Twilight Mission,Falcon 9,"SLC-4E, California",Landing Zone,rideshare,final,,twilight
2026-01-12T16:08:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-97
2026-01-14T12:08:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-98
2026-01-16T20:39:00Z,NROL-105 Mission,Falcon 9,"SLC-4E, California",Landing Zone,nssl,final,,nrol105
2026-01-18T18:31:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-100
2026-01-21T21:47:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-30
2026-01-25T09:30:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-20
2026-01-27T23:53:00Z,GPS III-9 Mission,Falcon 9,"SLC-40, Florida",Droneship,nssl,final,,gpsiii9
2026-01-29T09:53:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-19
2026-01-30T01:22:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-101
2026-02-02T07:47:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-32
2026-02-07T15:58:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-33
2026-02-11T09:11:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-34
2026-02-13T05:15:00Z,Crew-12 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,hsf,in-progress,October 2026,crew12
2026-02-14T17:59:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-13
2026-02-16T02:59:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-103
2026-02-19T20:41:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-36
2026-02-21T01:04:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-25
2026-02-21T21:47:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-104
2026-02-24T18:04:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-110
2026-02-25T06:17:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-26
2026-02-27T07:16:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-108
2026-03-01T02:10:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-23
2026-03-01T21:56:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-41
2026-03-04T05:52:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-40
2026-03-08T07:00:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-18
2026-03-10T00:19:00Z,EchoStar XXV Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,echostarxxv
2026-03-13T10:57:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-31
2026-03-14T07:37:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-48
2026-03-16T22:19:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-24
2026-03-17T09:27:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-46
2026-03-19T10:20:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-33
2026-03-20T14:51:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-15
2026-03-22T09:47:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-62
2026-03-26T16:03:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-17
2026-03-30T04:02:00Z,Transporter-16 Mission,Falcon 9,"SLC-4E, California",Droneship,rideshare,final,,transporter16
2026-03-30T19:15:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-44
2026-04-02T07:55:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-58
2026-04-06T22:50:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-35
2026-04-10T22:04:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-21
2026-04-11T07:41:00Z,NG-24 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,resupply,final,,ng24
2026-04-14T05:33:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-24
2026-04-14T21:29:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-27
2026-04-19T09:03:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-22
2026-04-21T02:53:00Z,GPS III-8 Mission,Falcon 9,"SLC-40, Florida",Droneship,nssl,final,,gpsiii8
2026-04-22T20:23:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-14
2026-04-26T07:37:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-16
2026-04-29T10:13:00Z,Viasat-3 F3 Mission,Falcon Heavy,"LC-39A, Florida",Landing Zone / Expended,commercialSatellite,final,,viasat3f3
2026-04-29T19:24:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-36
2026-05-01T14:06:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-38
2026-05-03T00:00:00Z,CAS500-2 Mission,Falcon 9,"SLC-4E, California",Landing Zone,rideshare,final,,cas500-2
2026-05-05T20:59:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-29
2026-05-11T19:13:00Z,NROL-172 Mission,Falcon 9,"SLC-4E, California",Droneship,nssl,final,,nrol172
2026-05-15T18:05:00Z,CRS-34 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,resupply,final,June 2026,crs34
2026-05-19T19:42:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-42
2026-05-21T06:04:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-31
2026-05-22T17:30:00Z,Starship's Twelfth Flight Test,Starship,"Pad 2, Starbase",Expended,starship,final,,starship-flight-12
2026-05-25T07:48:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-47
2026-05-26T09:50:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-37
2026-05-29T08:57:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-53
2026-05-30T10:25:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-41
2026-06-03T08:40:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-47
2026-06-04T06:26:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-43
2026-06-07T00:24:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-43
2026-06-08T06:13:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-35
2026-06-11T08:05:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-44
2026-06-12T08:27:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-54
2026-06-15T08:34:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-54
2026-06-17T02:39:00Z,Bluebird 8-10 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,bluebird8-10
2026-06-19T01:50:00Z,NROL-179 Mission,Falcon 9,"SLC-4E, California",Landing Zone,commercialSatellite,final,,nrol179
2026-06-21T11:39:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-28
2026-06-23T06:53:00Z,Starfall Demo Mission,Falcon 9,"SLC-40, Florida",Droneship,science,final,,starfalldemo
2026-06-24T20:30:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-45
2026-06-28T00:09:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-40
2026-06-28T22:25:00Z,SXM-11 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,sxm11
2026-07-01T21:58:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-46
2026-07-05T06:50:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-50
2026-07-07T03:12:00Z,Transporter-17 Mission,Falcon 9,"SLC-4E, California",Droneship,rideshare,final,,transporter17
2026-07-09T05:25:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-42
2026-07-10T20:01:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-48
2026-07-13T20:28:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-15-14
2026-07-14T05:10:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-45
2026-07-16T16:32:00Z,SDA’s Third Tranche 1 Mission,Falcon 9,"SLC-4E, California",Droneship,nssl,final,,sda-t1tl-e
2026-07-21T07:49:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-39
2026-07-21T17:15:00Z,MRV-MEP Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,mrv-mep
2026-07-24T17:51:00Z,Starship's Thirteenth Flight Test,Starship,"Pad 2, Starbase",Expended,starship,final,,starship-flight-13
2026-07-25T08:51:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-51
2026-07-30T03:10:00Z,NROL-95 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,nssl,final,,nrol95
2026-07-31T20:08:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-52
2026-08-04T10:05:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-53
2026-08-05T03:49:00Z,BlueBird 11-13 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,bluebird11-13
2026-08-08T09:35:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-38
2026-08-11T11:58:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-19
2026-08-12T21:46:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-49
2026-08-15T21:12:00Z,Globalstar 2-R Launch 1 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,globalstar2-rlaunch1
2026-08-15T21:50:00Z,USSF-366 Mission,Falcon 9,"SLC-4E, California",Droneship,nssl,final,,ussf366
2026-08-18T21:01:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-17-50
2026-08-21T11:04:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-39
2026-08-22T00:25:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-15-20
2026-08-25T05:33:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-49
2026-08-26T02:35:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-15-22
2026-08-30T07:26:00Z,Roman Space Telescope Mission,Falcon Heavy,"LC-39A, Florida",Landing Zone / Expended,science,final,,roman
2026-09-02T01:42:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-15-23
2026-09-06T10:59:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,upcoming,,sl-15-24
